query_uid,et3,qpp5
fever:46827,ce100,ce100
fever:46859,bm25,bm25
fever:46883,ce20,bm25
fever:46911,ce20,ce100
fever:46934,ce20,bm25
fever:46937,ce100,ce100
fever:4695,ce100,ce100
fever:46957,ce20,ce100
fever:46959,ce100,ce100
fever:46964,ce100,ce100
fever:46970,ce100,ce100
fever:47000,ce20,ce100
fever:47004,ce20,ce100
fever:47005,bm25,bm25
fever:4705,ce100,ce100
fever:47060,ce100,ce100
fever:47061,ce20,ce100
fever:47070,ce100,ce100
fever:4713,ce100,ce100
fever:4716,ce20,ce100
fever:4717,ce20,ce100
fever:47196,ce20,ce100
fever:47202,ce100,ce100
fever:47209,ce20,ce100
fever:47222,ce100,ce100
fever:47223,ce100,ce100
fever:47228,ce20,ce100
fever:47230,ce20,ce100
fever:47239,ce20,ce100
fever:47241,ce20,ce100
fever:47242,ce20,ce100
fever:47250,ce20,ce100
fever:4726,ce20,bm25
fever:47267,ce100,ce100
fever:47273,ce100,ce100
fever:4728,ce20,ce100
fever:47288,ce20,ce100
fever:47296,ce20,ce100
fever:47308,ce20,ce100
fever:47317,ce100,ce100
fever:47321,ce20,ce100
fever:47322,ce100,ce100
fever:47356,ce100,ce100
fever:47357,ce100,ce100
fever:4737,ce20,bm25
fever:4738,ce20,bm25
fever:47384,ce100,ce100
fever:47403,bm25,bm25
fever:4742,ce20,ce100
fever:47457,ce20,ce100
fever:4746,ce20,ce100
fever:47524,ce20,bm25
fever:47525,ce20,ce100
fever:47542,ce20,bm25
fever:47551,ce20,ce100
fever:47577,ce100,ce100
fever:47588,ce20,bm25
fever:47589,ce20,ce100
fever:47598,ce100,ce100
fever:476,ce20,ce100
fever:47605,bm25,bm25
fever:47607,ce100,ce100
fever:47630,ce20,ce100
fever:47645,ce100,ce100
fever:47656,bm25,bm25
fever:47660,ce20,ce100
fever:47684,ce100,ce100
fever:477,ce100,ce100
fever:47711,ce100,ce100
fever:47723,bm25,bm25
fever:47725,ce20,bm25
fever:47726,ce20,bm25
fever:47736,ce100,ce100
fever:47765,ce20,bm25
fever:47768,ce20,bm25
fever:4778,ce20,ce100
fever:47785,ce100,ce100
fever:47786,ce100,ce100
fever:47791,bm25,bm25
fever:47792,bm25,bm25
fever:478,ce100,ce100
fever:47812,ce100,ce100
fever:47839,ce20,ce100
fever:47847,ce20,bm25
fever:47848,bm25,bm25
fever:47849,bm25,bm25
fever:47885,ce20,bm25
fever:47911,ce20,ce100
fever:47942,ce20,bm25
fever:47992,ce20,ce100
fever:48016,ce20,bm25
fever:48023,ce100,ce100
fever:48028,ce100,ce100
fever:48032,ce20,bm25
fever:48047,ce100,ce100
fever:48048,ce20,ce100
fever:4806,ce20,ce100
fever:4807,ce20,ce100
fever:48083,ce100,ce100
fever:48101,bm25,bm25
fever:48142,ce20,ce100
fever:48147,ce20,ce100
fever:48148,ce20,ce100
fever:4818,ce100,ce100
fever:48183,ce20,ce100
fever:4819,ce100,ce100
fever:48204,ce20,ce100
fever:48209,ce100,ce100
fever:48210,ce100,ce100
fever:48217,ce20,bm25
fever:4822,ce20,bm25
fever:48227,ce100,ce100
fever:48230,ce100,ce100
fever:4824,ce100,ce100
fever:48242,ce20,bm25
fever:48275,ce20,ce100
fever:48276,ce20,ce100
fever:48318,ce100,ce100
fever:48328,ce100,ce100
fever:48377,ce100,ce100
fever:48385,ce100,ce100
fever:48390,ce20,ce100
fever:48404,ce100,ce100
fever:48411,ce100,ce100
fever:48416,bm25,bm25
fever:48466,ce100,ce100
fever:48482,ce20,ce100
fever:48484,ce100,ce100
fever:48489,bm25,bm25
fever:48499,ce100,ce100
fever:48514,ce100,ce100
fever:48541,bm25,bm25
fever:48576,ce100,ce100
fever:48590,ce100,ce100
fever:48602,ce20,ce100
fever:48607,ce20,ce100
fever:48608,ce20,ce100
fever:4863,ce20,ce100
fever:48638,ce20,ce100
fever:48658,ce100,ce100
fever:48684,ce100,ce100
fever:48697,ce100,ce100
fever:48707,ce100,ce100
fever:48725,ce20,ce100
fever:48735,ce20,ce100
fever:48737,ce100,ce100
fever:48754,ce100,ce100
fever:48755,ce20,ce100
fever:48810,ce20,ce100
fever:48815,ce20,ce100
fever:48819,ce20,ce100
fever:48866,ce20,ce100
fever:48877,ce20,ce100
fever:48880,ce20,bm25
fever:48886,ce20,ce100
fever:48891,ce100,ce100
fever:48903,ce100,ce100
fever:48922,ce20,ce100
fever:48936,ce20,ce100
fever:48961,ce20,ce100
fever:48962,ce100,ce100
fever:48980,ce100,ce100
fever:48981,ce20,bm25
fever:48999,bm25,bm25
fever:49021,ce20,ce100
fever:49085,bm25,bm25
fever:49097,ce100,ce100
fever:49110,ce20,ce100
fever:49113,ce20,ce100
fever:49117,ce20,ce100
fever:49125,bm25,bm25
fever:4916,ce20,ce100
fever:49165,ce20,ce100
fever:49168,ce100,ce100
fever:49169,ce100,ce100
fever:49171,ce100,ce100
fever:49192,bm25,bm25
fever:49217,ce20,ce100
fever:49218,ce20,bm25
fever:49249,ce100,ce100
fever:49258,ce20,ce100
fever:49268,bm25,bm25
fever:49281,ce100,ce100
fever:493,ce20,ce100
fever:49306,ce100,ce100
fever:49310,bm25,bm25
fever:49326,ce20,ce100
fever:49362,ce20,bm25
fever:49398,ce20,ce100
fever:49399,ce100,ce100
fever:49405,ce100,ce100
fever:49413,ce100,ce100
fever:49451,ce20,ce100
fever:49458,ce20,ce100
fever:49470,ce20,ce100
fever:49498,ce20,ce100
fever:49512,ce100,ce100
fever:49513,ce100,ce100
fever:49515,ce20,ce100
fever:49542,ce20,ce100
fever:49544,ce20,ce100
fever:4958,bm25,bm25
fever:4959,bm25,bm25
fever:49593,ce100,ce100
fever:49599,ce100,ce100
fever:49650,ce100,ce100
fever:49706,ce20,ce100
fever:49707,ce20,ce100
fever:49711,ce100,ce100
fever:49729,ce100,ce100
fever:49735,ce100,ce100
fever:49740,ce100,ce100
fever:49743,ce100,ce100
fever:49752,bm25,bm25
fever:49775,ce20,ce100
fever:49785,ce100,ce100
fever:49834,ce20,ce100
fever:49836,bm25,bm25
fever:49838,ce100,ce100
fever:49839,ce100,ce100
fever:49848,ce100,ce100
fever:4986,ce20,ce100
fever:49869,ce100,ce100
fever:4987,ce100,ce100
fever:49879,ce100,ce100
fever:499,ce100,ce100
fever:49908,ce100,ce100
fever:49926,ce100,ce100
fever:49950,ce100,ce100
fever:50012,ce20,ce100
fever:50020,ce20,ce100
fever:5004,ce100,ce100
fever:50048,ce20,ce100
fever:50074,ce20,ce100
fever:50075,ce100,ce100
fever:50076,ce100,ce100
fever:50116,bm25,bm25
fever:50119,ce100,ce100
fever:50120,ce100,ce100
fever:50121,bm25,bm25
fever:50127,ce20,ce100
fever:50128,ce20,ce100
fever:5014,ce100,ce100
fever:50143,bm25,bm25
fever:50197,ce100,ce100
fever:50198,ce100,ce100
fever:50210,ce100,ce100
fever:50213,ce20,ce100
fever:50223,ce20,bm25
fever:50245,ce20,ce100
fever:50258,ce20,ce100
fever:50289,ce100,ce100
fever:5031,ce20,bm25
fever:50313,bm25,bm25
fever:50354,ce20,ce100
fever:50357,bm25,bm25
fever:5037,bm25,bm25
fever:50382,ce20,ce100
fever:50406,ce100,ce100
fever:50413,ce20,bm25
fever:50428,ce100,ce100
fever:50463,ce20,ce100
fever:50486,ce20,ce100
fever:50502,bm25,bm25
fever:50517,ce20,ce100
fever:50526,ce100,ce100
fever:50529,ce20,bm25
fever:5053,ce100,ce100
fever:50537,ce20,ce100
fever:50607,ce20,ce100
fever:50650,ce20,ce100
fever:50681,ce20,ce100
fever:50693,ce100,ce100
fever:50703,ce100,ce100
fever:50743,ce100,ce100
fever:5075,ce20,ce100
fever:5076,ce100,ce100
fever:50789,ce20,ce100
fever:50799,ce100,ce100
fever:5080,ce20,ce100
fever:50810,ce100,ce100
fever:50819,ce20,ce100
fever:50828,ce100,ce100
fever:50840,bm25,bm25
fever:50850,ce20,ce100
fever:50887,ce20,bm25
fever:50888,bm25,bm25
fever:50910,ce20,ce100
fever:5092,ce20,bm25
fever:50923,ce20,ce100
fever:50924,ce20,ce100
fever:5093,ce20,ce100
fever:50939,ce100,ce100
fever:50948,ce20,ce100
fever:51003,ce20,ce100
fever:51013,ce20,ce100
fever:51066,ce20,ce100
fever:51097,bm25,bm25
fever:51098,ce20,ce100
fever:51107,ce100,ce100
fever:5111,ce20,ce100
fever:51126,ce20,ce100
fever:51154,ce100,ce100
fever:51163,ce100,ce100
fever:51188,ce100,ce100
fever:51238,ce100,ce100
fever:51239,ce100,ce100
fever:51260,ce20,ce100
fever:51262,bm25,bm25
fever:5127,bm25,bm25
fever:51284,ce20,ce100
fever:51288,bm25,bm25
fever:51290,ce20,ce100
fever:51314,ce100,ce100
fever:51323,ce20,ce100
fever:51328,bm25,bm25
fever:51351,ce20,ce100
fever:51354,ce20,ce100
fever:51355,ce20,ce100
fever:5136,ce100,ce100
fever:51379,ce20,ce100
fever:51391,ce20,ce100
fever:51400,ce100,ce100
fever:51424,ce20,ce100
fever:51425,ce100,ce100
fever:51435,ce100,ce100
fever:51441,ce20,bm25
fever:51442,ce100,ce100
fever:51472,ce100,ce100
fever:51526,ce20,bm25
fever:51527,ce20,bm25
fever:51548,ce20,ce100
fever:51584,ce100,ce100
fever:51596,ce20,ce100
fever:51654,ce100,ce100
fever:5168,ce20,ce100
fever:51683,ce100,ce100
fever:5169,ce20,ce100
fever:51708,ce20,ce100
fever:51741,ce20,bm25
fever:51756,ce100,ce100
fever:51757,ce100,ce100
fever:5177,ce20,ce100
fever:51777,bm25,bm25
fever:51825,ce100,ce100
fever:51852,ce100,ce100
fever:51856,ce100,ce100
fever:5187,ce20,ce100
fever:51885,ce20,bm25
fever:51886,ce20,ce100
fever:519,ce100,ce100
fever:51919,ce20,ce100
fever:51930,bm25,bm25
fever:51936,ce20,ce100
fever:51961,ce100,ce100
fever:51962,ce100,ce100
fever:52039,ce20,ce100
fever:52040,ce20,ce100
fever:52068,ce100,ce100
fever:52103,ce100,ce100
fever:52112,ce100,ce100
fever:52121,ce100,ce100
fever:52139,bm25,bm25
fever:52157,ce20,ce100
fever:52175,ce100,ce100
fever:52183,ce20,ce100
fever:52186,ce20,ce100
fever:52197,ce100,ce100
fever:52218,ce100,ce100
fever:52243,ce20,ce100
fever:52270,ce100,ce100
fever:52278,ce100,ce100
fever:52287,ce100,ce100
fever:52316,ce100,ce100
fever:52356,ce100,ce100
fever:5241,ce100,ce100
fever:52428,ce20,ce100
fever:52456,ce20,ce100
fever:52470,ce20,ce100
fever:52472,bm25,bm25
fever:52509,ce20,ce100
fever:52523,bm25,bm25
fever:52536,bm25,bm25
fever:52556,ce100,ce100
fever:52559,ce20,ce100
fever:52572,bm25,bm25
fever:52582,bm25,bm25
fever:52620,bm25,bm25
fever:52644,ce100,ce100
fever:52685,ce20,ce100
fever:52712,bm25,bm25
fever:52747,ce20,ce100
fever:52751,ce100,ce100
fever:52753,ce20,ce100
fever:52788,ce100,ce100
fever:52799,bm25,bm25
fever:528,ce20,bm25
fever:52801,ce20,ce100
fever:52825,ce20,ce100
fever:52830,ce100,ce100
fever:52864,ce20,ce100
fever:52889,ce100,ce100
fever:529,ce20,ce100
fever:52907,ce20,ce100
fever:52917,ce100,ce100
fever:52918,ce100,ce100
fever:52924,ce100,ce100
fever:52926,ce100,ce100
fever:52945,ce20,ce100
fever:52946,ce20,ce100
fever:53016,bm25,bm25
fever:53017,ce100,ce100
fever:53020,ce20,bm25
fever:53021,ce20,ce100
fever:53025,bm25,bm25
fever:53050,ce20,bm25
fever:53062,ce100,ce100
fever:53076,ce100,ce100
fever:53097,ce20,ce100
fever:531,ce20,ce100
fever:5313,ce100,ce100
fever:53135,ce100,ce100
fever:5314,ce100,ce100
fever:53147,ce100,ce100
fever:53151,bm25,bm25
fever:53165,ce20,bm25
fever:53176,ce20,bm25
fever:53177,ce20,ce100
fever:53188,bm25,bm25
fever:53192,ce20,bm25
fever:53197,ce20,ce100
fever:532,ce100,ce100
fever:53204,ce20,ce100
fever:53214,ce100,ce100
fever:53220,ce20,ce100
fever:5324,bm25,bm25
fever:53248,ce20,ce100
fever:53254,ce100,ce100
fever:53263,ce100,ce100
fever:53266,ce20,bm25
fever:53317,ce100,ce100
fever:53319,ce100,ce100
fever:53320,ce20,ce100
fever:53321,ce100,ce100
fever:53329,ce20,ce100
fever:53330,ce20,bm25
fever:53331,ce20,ce100
fever:53367,ce100,ce100
fever:53389,ce100,ce100
fever:53421,ce100,ce100
fever:5346,ce100,ce100
fever:53468,ce100,ce100
fever:53470,ce100,ce100
fever:53472,bm25,bm25
fever:53475,ce100,ce100
fever:53478,ce100,ce100
fever:53481,ce100,ce100
fever:53525,ce20,ce100
fever:53526,ce20,ce100
fever:53567,ce100,ce100
fever:53568,ce100,ce100
fever:53613,ce20,ce100
fever:53662,ce20,ce100
fever:53663,bm25,bm25
fever:53668,ce100,ce100
fever:53669,ce100,ce100
fever:53672,ce20,ce100
fever:53675,ce20,bm25
fever:53676,ce20,bm25
fever:53705,ce100,ce100
fever:53733,ce20,ce100
fever:53751,ce100,ce100
fever:53760,ce100,ce100
fever:53771,ce20,bm25
fever:53792,ce20,ce100
fever:53793,ce20,ce100
fever:53794,ce100,ce100
fever:53795,ce100,ce100
fever:53796,bm25,bm25
fever:53825,ce100,ce100
fever:53832,ce20,ce100
fever:53852,ce100,ce100
fever:53871,ce20,ce100
fever:53895,ce20,bm25
fever:53901,ce20,ce100
fever:53903,ce100,ce100
fever:53910,ce20,ce100
fever:53957,ce100,ce100
fever:53961,ce20,ce100
fever:53967,ce100,ce100
fever:53968,ce20,ce100
fever:5397,bm25,bm25
fever:53973,ce20,bm25
fever:53982,ce20,ce100
fever:53998,ce20,ce100
fever:54012,ce20,ce100
fever:54015,ce20,bm25
fever:54016,ce20,bm25
fever:54029,ce100,ce100
fever:54058,ce20,ce100
fever:54077,ce100,ce100
fever:54085,ce20,bm25
fever:54102,ce20,ce100
fever:54105,ce20,ce100
fever:54111,ce20,ce100
fever:54135,ce100,ce100
fever:54136,ce100,ce100
fever:54142,bm25,bm25
fever:54150,ce20,bm25
fever:54151,ce100,ce100
fever:54164,ce100,ce100
fever:54168,ce20,ce100
fever:5418,ce100,ce100
fever:54180,ce20,ce100
fever:54191,ce100,ce100
fever:5420,ce20,ce100
fever:54204,ce100,ce100
fever:5421,ce20,ce100
fever:54244,ce20,ce100
fever:54253,ce100,ce100
fever:54257,ce20,ce100
fever:54269,ce100,ce100
fever:54287,bm25,bm25
fever:54289,ce20,ce100
fever:54298,bm25,bm25
fever:54325,ce20,ce100
fever:54326,ce100,ce100
fever:54331,ce100,ce100
fever:54348,ce100,ce100
fever:54382,ce20,bm25
fever:54383,ce20,ce100
fever:54384,ce100,ce100
fever:54410,ce20,ce100
fever:54411,ce20,ce100
fever:54417,ce20,bm25
fever:5453,bm25,bm25
fever:54533,bm25,bm25
fever:5454,ce20,ce100
fever:54604,ce20,ce100
fever:54606,ce20,ce100
fever:54615,ce20,ce100
fever:54616,ce100,ce100
fever:54620,ce20,ce100
fever:54622,ce20,ce100
fever:54623,ce20,ce100
fever:54624,ce20,ce100
fever:5466,ce100,ce100
fever:54679,ce20,ce100
fever:54700,ce20,ce100
fever:54701,ce100,ce100
fever:54702,ce100,ce100
fever:54742,ce20,ce100
fever:54759,ce20,ce100
fever:54760,ce100,ce100
fever:54761,ce100,ce100
fever:54771,ce100,ce100
fever:54789,ce100,ce100
fever:54821,ce20,ce100
fever:5483,ce100,ce100
fever:54833,ce100,ce100
fever:54844,ce100,ce100
fever:5488,ce100,ce100
fever:54907,ce100,ce100
fever:54910,ce20,ce100
fever:54915,bm25,bm25
fever:54932,ce20,ce100
fever:54944,ce20,ce100
fever:54949,ce20,ce100
fever:54951,ce20,ce100
fever:54959,ce100,ce100
fever:55025,ce100,ce100
fever:55028,ce20,ce100
fever:55032,ce20,ce100
fever:55041,ce100,ce100
fever:55045,ce20,ce100
fever:55055,ce100,ce100
fever:55065,ce100,ce100
fever:55066,ce100,ce100
fever:55079,ce100,ce100
fever:55101,ce20,ce100
fever:55113,ce100,ce100
fever:5513,ce20,ce100
fever:5514,ce20,bm25
fever:55152,ce20,ce100
fever:55156,bm25,bm25
fever:55199,bm25,bm25
fever:55208,bm25,bm25
fever:55233,ce20,ce100
fever:55239,ce100,ce100
fever:55259,ce100,ce100
fever:55267,ce100,ce100
fever:55279,ce100,ce100
fever:55282,ce20,ce100
fever:55294,ce100,ce100
fever:55295,ce100,ce100
fever:55330,ce20,ce100
fever:55335,ce100,ce100
fever:55398,ce100,ce100
fever:55425,ce20,ce100
fever:55426,ce100,ce100
fever:55432,ce100,ce100
fever:55444,ce20,ce100
fever:5545,ce100,ce100
fever:55460,ce20,ce100
fever:55468,ce20,ce100
fever:55470,ce20,ce100
fever:55525,bm25,bm25
fever:55538,ce100,ce100
fever:55541,ce100,ce100
fever:55546,ce100,ce100
fever:5555,ce100,ce100
fever:55571,ce20,bm25
fever:5560,ce100,ce100
fever:55633,ce20,ce100
fever:55645,ce20,ce100
fever:55647,ce20,ce100
fever:55658,ce20,ce100
fever:55698,ce20,ce100
fever:55703,bm25,bm25
fever:55706,ce20,ce100
fever:55707,ce20,ce100
fever:55710,ce20,ce100
fever:55713,ce100,ce100
fever:55732,ce100,ce100
fever:55733,ce100,ce100
fever:5574,ce100,ce100
fever:55741,ce100,ce100
fever:55759,ce20,ce100
fever:5578,bm25,bm25
fever:5579,ce20,ce100
fever:558,ce20,ce100
fever:55801,ce20,ce100
fever:55815,ce20,bm25
fever:55826,ce100,ce100
fever:55835,ce100,ce100
fever:55860,ce100,ce100
fever:55874,ce20,ce100
fever:55888,bm25,bm25
fever:55924,ce100,ce100
fever:55930,bm25,bm25
fever:55931,bm25,bm25
fever:55953,ce20,ce100
fever:55956,ce20,ce100
fever:55976,ce20,ce100
fever:55978,ce100,ce100
fever:5598,bm25,bm25
fever:5599,ce20,ce100
fever:55999,ce20,bm25
fever:5600,bm25,bm25
fever:56021,ce100,ce100
fever:56038,ce20,ce100
fever:56051,ce100,ce100
fever:56088,ce20,bm25
fever:56123,ce20,ce100
fever:56162,ce20,ce100
fever:56182,ce100,ce100
fever:56186,ce20,ce100
fever:56200,ce20,bm25
fever:56261,ce20,ce100
fever:56262,ce20,ce100
fever:56284,ce20,ce100
fever:56289,ce20,ce100
fever:56322,ce100,ce100
fever:56323,bm25,bm25
fever:56342,ce100,ce100
fever:56361,ce20,ce100
fever:56364,ce20,ce100
fever:56381,ce20,ce100
fever:56396,ce20,ce100
fever:56450,ce20,ce100
fever:56475,ce20,ce100
fever:56481,ce100,ce100
fever:56512,ce100,ce100
fever:56523,bm25,bm25
fever:5653,ce100,ce100
fever:56532,ce20,ce100
fever:56549,ce100,ce100
fever:56559,ce20,ce100
fever:56574,bm25,bm25
fever:56584,ce20,ce100
fever:56638,ce20,ce100
fever:5666,ce20,ce100
fever:56676,ce100,ce100
fever:56710,ce20,ce100
fever:56729,ce100,ce100
fever:56735,ce20,ce100
fever:56742,ce20,ce100
fever:56776,ce100,ce100
fever:56809,ce20,ce100
fever:5688,ce100,ce100
fever:5689,ce100,ce100
fever:56900,ce100,ce100
fever:56908,ce100,ce100
fever:56951,bm25,bm25
fever:56959,bm25,bm25
fever:56960,bm25,bm25
fever:56986,ce20,bm25
fever:57008,ce20,ce100
fever:57027,ce100,ce100
fever:57030,ce20,ce100
fever:57049,ce20,bm25
fever:5705,ce20,ce100
fever:57057,ce100,ce100
fever:57058,ce20,ce100
fever:57080,ce20,ce100
fever:57089,ce100,ce100
fever:57138,ce100,ce100
fever:57141,ce20,ce100
fever:57150,ce20,bm25
fever:5719,ce20,bm25
fever:57236,bm25,bm25
fever:57245,ce100,ce100
fever:57255,bm25,bm25
fever:57256,ce20,ce100
fever:57259,ce20,ce100
fever:57282,ce100,ce100
fever:573,ce20,bm25
fever:57339,ce20,ce100
fever:57351,ce20,ce100
fever:57359,ce20,ce100
fever:57361,ce100,ce100
fever:57364,ce20,ce100
fever:5737,ce20,ce100
fever:57374,ce100,ce100
fever:57375,ce100,ce100
fever:5738,ce100,ce100
fever:57383,ce100,ce100
fever:57388,bm25,bm25
fever:57421,ce20,ce100
fever:57433,ce20,ce100
fever:5744,ce20,ce100
fever:5745,ce20,ce100
fever:57452,ce20,bm25
fever:5747,ce100,ce100
fever:57479,ce100,ce100
fever:57507,bm25,bm25
fever:57522,ce100,ce100
fever:57524,bm25,bm25
fever:57554,ce20,ce100
fever:57557,ce20,ce100
fever:57577,ce20,bm25
fever:57585,ce100,ce100
fever:57603,ce20,bm25
fever:57611,ce100,ce100
fever:57622,ce100,ce100
fever:57631,ce100,ce100
fever:57635,ce100,ce100
fever:57636,ce20,ce100
fever:57638,ce20,bm25
fever:5765,ce20,ce100
fever:5766,ce100,ce100
fever:57670,ce20,ce100
fever:57718,ce20,ce100
fever:57743,ce20,bm25
fever:57773,ce20,ce100
fever:57782,ce20,bm25
fever:5781,ce100,ce100
fever:57842,ce100,ce100
fever:57850,bm25,bm25
fever:57860,ce100,ce100
fever:57895,ce20,ce100
fever:57899,ce20,ce100
fever:57934,ce100,ce100
fever:57941,ce100,ce100
fever:57965,ce20,ce100
fever:58076,ce100,ce100
fever:58114,ce100,ce100
fever:58124,ce20,ce100
fever:58140,ce20,ce100
fever:58155,ce20,ce100
fever:58172,ce20,bm25
fever:58173,ce20,ce100
fever:58175,ce20,ce100
fever:58178,ce100,ce100
fever:58182,ce20,ce100
fever:58191,ce100,ce100
fever:58206,ce100,ce100
fever:58230,ce100,ce100
fever:58234,ce20,ce100
fever:58244,ce100,ce100
fever:5826,ce20,ce100
fever:58302,ce20,bm25
fever:58317,ce20,ce100
fever:5832,ce100,ce100
fever:58322,ce20,ce100
fever:5833,ce100,ce100
fever:58334,ce20,ce100
fever:58341,ce100,ce100
fever:58355,ce100,ce100
fever:58396,ce20,bm25
fever:58415,ce100,ce100
fever:58417,ce100,ce100
fever:58423,ce20,ce100
fever:58449,ce20,ce100
fever:58482,ce100,ce100
fever:58496,bm25,bm25
fever:58513,ce100,ce100
fever:58550,ce100,ce100
fever:58572,ce20,ce100
fever:58585,ce20,bm25
fever:58607,ce20,bm25
fever:58608,ce20,bm25
fever:58618,ce100,ce100
fever:58661,ce100,ce100
fever:58662,bm25,bm25
fever:58677,ce100,ce100
fever:58707,ce100,ce100
fever:58708,ce20,ce100
fever:58711,ce100,ce100
fever:58712,ce100,ce100
fever:58735,ce20,ce100
fever:58749,ce20,ce100
fever:58753,ce20,ce100
fever:58764,ce20,bm25
fever:58765,ce20,ce100
fever:58783,ce20,bm25
fever:58800,ce20,ce100
fever:58814,ce20,ce100
fever:58823,ce20,bm25
fever:58841,ce100,ce100
fever:58896,ce100,ce100
fever:58918,ce100,ce100
fever:58924,ce20,ce100
fever:58926,ce100,ce100
fever:58935,bm25,bm25
fever:58952,ce20,bm25
fever:58967,ce100,ce100
fever:58968,ce100,ce100
fever:5900,ce100,ce100
fever:59001,ce100,ce100
fever:59025,ce100,ce100
fever:59048,ce100,ce100
fever:59056,ce20,ce100
fever:59067,ce20,ce100
fever:59070,ce100,ce100
fever:59087,ce100,ce100
fever:59144,ce20,bm25
fever:59147,ce20,bm25
fever:59149,ce20,ce100
fever:59158,ce100,ce100
fever:59208,ce20,ce100
fever:59214,ce100,ce100
fever:59221,ce100,ce100
fever:59242,ce100,ce100
fever:59266,ce20,ce100
fever:59273,ce20,bm25
fever:59290,ce100,ce100
fever:59319,ce20,ce100
fever:5934,ce20,ce100
fever:59355,ce100,ce100
fever:59358,ce100,ce100
fever:59384,bm25,bm25
fever:59385,ce20,bm25
fever:59393,ce20,ce100
fever:59410,ce100,ce100
fever:59489,ce20,bm25
fever:5950,ce20,ce100
fever:59504,ce100,ce100
fever:5951,bm25,bm25
fever:59521,ce100,ce100
fever:59532,ce100,ce100
fever:59545,ce100,ce100
fever:59573,ce100,ce100
fever:59602,ce100,ce100
fever:59603,ce20,ce100
fever:59605,ce20,ce100
fever:59607,bm25,bm25
fever:59617,ce100,ce100
fever:59626,ce20,ce100
fever:59629,ce20,ce100
fever:59641,ce100,ce100
fever:59674,bm25,bm25
fever:59678,ce20,ce100
fever:59686,ce20,ce100
fever:59689,ce20,bm25
fever:59695,ce20,bm25
fever:59707,ce20,ce100
fever:59718,ce100,ce100
fever:5972,bm25,bm25
fever:59768,ce20,ce100
fever:59777,ce20,ce100
fever:59778,ce20,bm25
fever:59783,ce100,ce100
fever:5980,ce100,ce100
fever:5985,ce20,ce100
fever:59856,bm25,bm25
fever:59862,ce20,ce100
fever:59867,ce20,ce100
fever:59873,ce20,bm25
fever:59890,ce20,bm25
fever:59903,ce100,ce100
fever:59907,ce20,ce100
fever:59963,ce20,ce100
fever:59964,ce20,ce100
fever:59966,ce20,ce100
fever:59967,ce20,ce100
fever:59979,ce100,ce100
fever:59982,ce20,bm25
fever:59984,ce20,bm25
fever:6,ce100,ce100
fever:60002,ce20,ce100
fever:60008,ce20,ce100
fever:60038,bm25,bm25
fever:60039,ce20,bm25
fever:60044,ce100,ce100
fever:60057,ce20,ce100
fever:60066,ce20,bm25
fever:60079,ce100,ce100
fever:60080,ce20,ce100
fever:60081,ce20,ce100
fever:60092,bm25,bm25
fever:60095,bm25,bm25
fever:60144,ce100,ce100
fever:60145,ce20,ce100
fever:60147,ce100,ce100
fever:60162,ce20,ce100
fever:6017,ce100,ce100
fever:60185,ce100,ce100
fever:60232,bm25,bm25
fever:60241,ce20,bm25
fever:60307,ce20,ce100
fever:6032,ce100,ce100
fever:60342,ce20,ce100
fever:60344,ce100,ce100
fever:60350,ce100,ce100
fever:60351,ce100,ce100
fever:60411,ce100,ce100
fever:60425,ce20,ce100
fever:60431,bm25,bm25
fever:60442,bm25,bm25
fever:60444,ce20,ce100
fever:60458,ce20,ce100
fever:60459,ce20,ce100
fever:60495,ce20,ce100
fever:60535,ce100,ce100
fever:60541,ce20,ce100
fever:60566,ce100,ce100
fever:60577,ce100,ce100
fever:60612,ce100,ce100
fever:60623,ce20,ce100
fever:60685,ce20,ce100
fever:60695,ce100,ce100
fever:607,ce20,ce100
fever:60701,ce100,ce100
fever:60702,ce20,ce100
fever:60720,ce20,ce100
fever:60756,ce100,ce100
fever:60763,ce20,bm25
fever:60769,ce20,ce100
fever:60775,ce20,ce100
fever:6079,ce20,ce100
fever:60819,ce20,bm25
fever:60854,ce20,ce100
fever:60933,ce20,ce100
fever:60952,ce100,ce100
fever:60977,ce20,ce100
fever:60978,bm25,bm25
fever:60979,bm25,bm25
fever:60995,ce20,bm25
fever:610,ce20,ce100
fever:61002,ce20,bm25
fever:61025,ce100,ce100
fever:6106,ce20,ce100
fever:61089,ce100,ce100
fever:61106,bm25,bm25
fever:61107,ce20,ce100
fever:6113,ce20,bm25
fever:61136,ce20,ce100
fever:6114,bm25,bm25
fever:61148,ce100,ce100
fever:61171,ce100,ce100
fever:61172,ce100,ce100
fever:61195,ce100,ce100
fever:61221,ce100,ce100
fever:61233,ce20,ce100
fever:61302,ce100,ce100
fever:61315,ce20,ce100
fever:61327,ce100,ce100
fever:61366,ce100,ce100
fever:61397,ce20,bm25
fever:61401,ce20,ce100
fever:61448,ce100,ce100
fever:61504,ce100,ce100
fever:61542,ce20,bm25
fever:61552,ce20,ce100
fever:61563,ce20,ce100
fever:61585,bm25,bm25
fever:61612,ce100,ce100
fever:61641,ce20,ce100
fever:61695,ce20,ce100
fever:61709,ce20,ce100
fever:61720,ce20,ce100
fever:61771,ce20,ce100
fever:61772,ce100,ce100
fever:61776,bm25,bm25
fever:61781,ce20,bm25
fever:61782,ce20,ce100
fever:61795,ce100,ce100
fever:61803,ce100,ce100
fever:61807,ce20,ce100
