query_uid,arr3_seed20260807,arr3_seed20260808,arr3_seed20260809,arr3_seed20260810,arr3_seed20260811,arr5_seed20260807,arr5_seed20260808,arr5_seed20260809,arr5_seed20260810,arr5_seed20260811
fever:75957,ce20,ce20,bm25,bm25,ce20,ce20,bm25,ce20,ce20,ce20
fever:75960,ce20,bm25,ce20,ce20,ce20,ce20,bi200,ce20,ce20,bi200
fever:75978,ce20,ce20,ce20,ce20,ce100,bi200,bm25,bm25,bi200,bm25
fever:75999,bm25,bm25,ce20,bm25,bm25,bi200,bm25,ce100,hybrid,bi200
fever:76010,bm25,ce20,ce20,bm25,ce20,bi200,bi200,hybrid,ce20,bm25
fever:76047,bm25,bm25,bm25,bm25,bm25,bi200,bm25,hybrid,bi200,bi200
fever:76050,bm25,ce100,bm25,bm25,ce100,ce20,ce100,ce20,ce100,hybrid
fever:76076,ce100,ce100,ce100,ce100,ce100,ce20,bi200,ce100,bi200,bi200
fever:76086,bm25,ce20,bm25,bm25,ce20,bm25,bi200,bi200,ce20,bm25
fever:76096,bm25,ce20,bm25,bm25,bm25,ce20,bm25,bm25,ce20,ce20
fever:76097,ce20,ce20,ce20,bm25,ce20,bi200,bi200,ce100,ce20,ce20
fever:76117,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,ce100
fever:76118,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce20,ce100,ce100
fever:76123,ce20,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:76126,ce20,bm25,bm25,bm25,ce20,bi200,bi200,bm25,ce20,bm25
fever:76129,bm25,bm25,bm25,bm25,bm25,bi200,bm25,bi200,bm25,bi200
fever:76138,bm25,bm25,bm25,bm25,bm25,ce20,ce20,ce20,ce20,ce20
fever:76165,ce20,ce20,ce100,ce20,ce20,bi200,bi200,ce100,hybrid,bi200
fever:76166,ce20,ce100,ce100,ce100,ce20,bi200,bi200,bi200,hybrid,hybrid
fever:76173,ce20,bm25,ce100,bm25,bm25,bi200,bi200,ce20,ce20,bi200
fever:76181,bm25,ce20,ce20,bm25,ce20,ce100,bm25,bi200,ce20,bi200
fever:76196,ce20,ce100,ce100,ce100,ce100,bi200,ce100,hybrid,bi200,bi200
fever:76199,bm25,ce100,bm25,bm25,ce100,bm25,ce100,hybrid,hybrid,bm25
fever:76213,ce100,ce20,ce20,bm25,ce20,bi200,hybrid,hybrid,hybrid,ce20
fever:7624,ce20,ce20,bm25,ce20,ce20,hybrid,bi200,hybrid,hybrid,hybrid
fever:7625,ce20,bm25,bm25,ce20,ce20,bi200,hybrid,hybrid,bi200,bi200
fever:76265,bm25,ce20,ce20,bm25,ce20,bm25,ce20,ce20,ce20,ce20
fever:76285,ce20,bm25,ce100,ce20,ce100,ce100,ce100,bi200,ce100,bi200
fever:76307,ce20,bm25,ce20,ce100,ce100,bi200,ce20,bi200,hybrid,bm25
fever:76317,ce20,bm25,bm25,ce20,ce100,ce20,bm25,bi200,ce20,bi200
fever:76323,bm25,ce100,ce20,bm25,bm25,ce100,ce100,bm25,ce20,ce20
fever:76324,bm25,ce20,ce20,bm25,ce20,ce100,ce100,hybrid,hybrid,ce20
fever:76327,bm25,ce100,bm25,ce20,bm25,bm25,bm25,hybrid,bi200,ce20
fever:76348,ce20,bm25,ce20,ce20,ce20,bi200,bm25,hybrid,bi200,hybrid
fever:76354,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,bm25,bi200,bi200
fever:76365,ce100,ce20,ce100,bm25,ce20,ce20,ce100,ce20,ce100,hybrid
fever:76375,ce20,bm25,ce20,ce20,ce20,ce20,ce100,ce20,ce20,ce20
fever:76382,bm25,bm25,ce20,bm25,ce100,ce20,ce100,hybrid,ce100,bm25
fever:76386,ce20,ce20,ce20,ce20,ce100,bi200,bi200,bi200,hybrid,hybrid
fever:7639,ce20,ce20,bm25,bm25,ce20,bm25,ce20,bm25,ce20,ce20
fever:7640,bm25,ce20,bm25,bm25,ce20,ce100,ce100,hybrid,ce20,hybrid
fever:76433,ce20,ce100,bm25,bm25,ce20,bi200,bm25,bi200,bi200,bi200
fever:76436,ce20,ce20,bm25,bm25,ce20,bi200,bi200,ce20,ce20,hybrid
fever:76455,bm25,bm25,bm25,ce20,ce20,ce20,ce20,hybrid,hybrid,bm25
fever:76467,ce20,ce20,bm25,ce20,bm25,ce100,ce100,bi200,ce20,hybrid
fever:76482,bm25,ce20,ce20,bm25,ce100,bi200,bm25,bm25,bi200,ce100
fever:76517,ce20,ce20,ce20,bm25,ce20,ce20,ce100,ce20,ce100,ce20
fever:76522,ce100,ce100,ce100,ce100,ce100,bi200,bi200,hybrid,bi200,hybrid
fever:76526,bm25,bm25,bm25,ce20,bm25,ce20,bm25,bm25,ce20,hybrid
fever:76531,bm25,ce20,bm25,bm25,ce100,bi200,bm25,bm25,hybrid,hybrid
fever:76535,ce100,ce100,ce100,ce100,ce100,bi200,ce100,bi200,hybrid,bi200
fever:76549,ce20,ce100,ce100,ce20,ce100,ce100,bi200,ce100,ce100,bi200
fever:76551,bm25,bm25,bm25,bm25,bm25,ce100,bm25,hybrid,bm25,hybrid
fever:76552,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20,ce20
fever:76562,ce100,ce100,bm25,bm25,ce100,ce100,bi200,ce20,bm25,hybrid
fever:76575,bm25,ce20,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20
fever:76585,ce100,ce100,ce100,bm25,ce100,bi200,ce100,ce20,hybrid,hybrid
fever:76593,bm25,bm25,bm25,ce20,bm25,ce20,bm25,bm25,bm25,bm25
fever:76594,ce100,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20,bm25
fever:76611,ce100,ce100,ce100,bm25,ce100,ce100,ce100,hybrid,ce100,bi200
fever:76615,bm25,ce100,ce100,ce100,ce100,ce100,bi200,bi200,bi200,bi200
fever:76627,ce20,ce20,bm25,bm25,bm25,bi200,ce20,ce20,bm25,bm25
fever:76649,bm25,ce20,bm25,ce20,ce100,ce100,bm25,bm25,bm25,bi200
fever:76666,bm25,ce20,ce100,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:76692,ce20,bm25,bm25,bm25,ce20,hybrid,hybrid,hybrid,ce20,ce20
fever:76710,bm25,ce20,bm25,ce20,ce20,ce20,bm25,bm25,ce20,ce20
fever:76711,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25
fever:76745,ce100,ce100,bm25,bm25,ce20,ce100,bi200,hybrid,hybrid,hybrid
fever:76759,bm25,ce20,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,bm25
fever:76774,bm25,ce100,ce20,bm25,ce100,bi200,ce20,bi200,hybrid,bi200
fever:76775,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100
fever:76776,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100
fever:76783,bm25,ce20,bm25,bm25,bm25,bm25,bm25,hybrid,ce20,bm25
fever:7682,bm25,bm25,ce20,bm25,ce20,ce20,bm25,ce20,ce20,bm25
fever:76838,bm25,ce20,bm25,bm25,ce20,bi200,bm25,bm25,bm25,bm25
fever:76867,ce20,bm25,ce20,bm25,bm25,ce20,bi200,bm25,ce20,bm25
fever:76869,bm25,bm25,bm25,ce20,bm25,bi200,bm25,bi200,bi200,bi200
fever:76870,ce100,ce100,ce100,ce100,ce100,ce20,ce100,ce100,hybrid,hybrid
fever:76901,ce100,ce100,ce100,bm25,ce20,ce100,bi200,bi200,ce100,ce100
fever:76904,ce100,ce100,ce100,ce100,ce100,ce100,ce100,hybrid,hybrid,hybrid
fever:7697,ce20,bm25,ce20,bm25,bm25,bi200,hybrid,ce20,hybrid,bm25
fever:77,bm25,bm25,ce20,bm25,ce20,ce20,ce100,bm25,ce20,ce20
fever:77007,ce20,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,hybrid
fever:77011,ce20,ce100,ce20,ce100,ce100,ce20,hybrid,hybrid,ce100,ce100
fever:77012,bm25,ce20,ce20,bm25,ce20,bi200,hybrid,bi200,hybrid,hybrid
fever:7702,ce100,ce100,ce100,ce100,ce20,ce100,ce100,ce100,hybrid,ce100
fever:77028,ce100,ce20,ce100,ce100,ce100,ce100,ce100,hybrid,bi200,hybrid
fever:77043,bm25,ce20,ce20,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:77046,bm25,ce20,bm25,bm25,ce20,ce20,ce100,hybrid,ce20,hybrid
fever:77048,ce20,ce20,bm25,bm25,bm25,hybrid,bm25,bm25,hybrid,hybrid
fever:77077,bm25,ce20,ce20,bm25,bm25,ce20,ce100,bi200,hybrid,ce20
fever:77113,ce20,bm25,bm25,ce20,ce20,ce20,ce20,ce100,ce20,bi200
fever:77120,ce20,ce20,ce20,bm25,ce100,bi200,bm25,bi200,bm25,hybrid
fever:77126,ce20,bm25,ce20,ce20,ce20,bi200,hybrid,ce20,hybrid,hybrid
fever:77157,bm25,ce100,bm25,bm25,ce20,bi200,bm25,bm25,bm25,bm25
fever:77162,ce20,ce20,ce20,ce20,ce20,bi200,ce20,bi200,ce20,bm25
fever:77222,ce20,bm25,ce100,ce100,ce100,ce100,hybrid,ce100,ce100,hybrid
fever:7727,ce100,ce100,ce100,ce100,ce100,hybrid,ce100,bi200,bi200,bm25
fever:77277,ce100,bm25,ce20,ce20,ce20,bi200,ce20,bi200,ce20,bi200
fever:7728,ce100,ce100,ce100,ce100,ce100,ce100,bi200,bi200,hybrid,bm25
fever:77304,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce20,hybrid,bm25
fever:77351,ce100,ce20,ce100,bm25,ce100,ce100,bi200,bi200,hybrid,bi200
fever:77359,ce100,ce20,ce100,bm25,ce20,bi200,ce100,bi200,ce20,bi200
fever:77378,ce100,ce100,ce100,ce100,ce20,hybrid,bi200,ce20,bi200,ce100
fever:77398,ce100,ce20,ce100,bm25,ce20,ce100,bi200,bm25,bm25,bm25
fever:77435,ce100,ce100,ce20,bm25,ce100,bi200,hybrid,bi200,bi200,hybrid
fever:7744,bm25,bm25,bm25,bm25,bm25,bi200,bm25,bi200,bm25,bm25
fever:77449,bm25,bm25,bm25,ce20,ce20,bi200,bm25,bm25,bi200,bi200
fever:77465,ce20,ce20,bm25,ce20,ce20,bi200,bi200,hybrid,bm25,hybrid
fever:77473,ce100,bm25,ce20,bm25,ce20,bi200,ce100,hybrid,ce100,ce20
fever:77480,ce20,ce20,ce20,ce20,ce100,ce100,ce20,bm25,ce20,hybrid
fever:77499,ce20,ce20,bm25,ce20,ce20,bi200,bi200,bi200,ce20,bm25
fever:77520,ce100,ce100,ce20,bm25,ce20,ce100,bi200,bi200,ce20,ce100
fever:77548,bm25,ce20,ce20,bm25,ce20,ce100,bi200,hybrid,ce20,bi200
fever:77549,ce100,ce20,ce100,ce20,ce100,ce100,bm25,bi200,bi200,bm25
fever:77550,bm25,ce100,ce100,ce20,ce20,bm25,ce100,hybrid,hybrid,hybrid
fever:7757,bm25,ce20,ce20,ce20,ce20,bi200,bi200,bi200,bi200,hybrid
fever:77573,bm25,ce100,bm25,ce20,ce100,ce100,bi200,bi200,hybrid,bm25
fever:77576,ce20,ce20,bm25,ce20,ce20,hybrid,bi200,ce20,bi200,hybrid
fever:7758,ce20,ce20,bm25,ce20,ce20,hybrid,bi200,hybrid,hybrid,hybrid
fever:7761,ce100,ce100,ce100,bm25,ce100,ce100,bi200,bi200,bi200,bi200
fever:77616,ce20,ce20,bm25,ce20,ce20,bi200,ce20,hybrid,bm25,bm25
fever:7762,bm25,ce100,ce100,bm25,bm25,ce100,bi200,bm25,bi200,bm25
fever:77622,ce20,ce20,ce20,ce20,ce20,bi200,hybrid,hybrid,ce20,bm25
fever:7768,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,hybrid
fever:77686,ce20,ce20,ce20,bm25,ce20,ce20,ce100,hybrid,ce20,ce100
fever:7769,ce100,ce100,ce100,ce100,ce100,ce100,ce100,hybrid,hybrid,hybrid
fever:77690,ce100,ce100,ce20,ce20,ce100,hybrid,hybrid,hybrid,hybrid,hybrid
fever:77700,bm25,ce20,ce20,bm25,ce100,ce20,ce20,bm25,bm25,ce20
fever:77710,ce100,ce20,ce100,ce20,bm25,ce20,bi200,bm25,bi200,hybrid
fever:77730,ce100,ce20,ce100,ce20,ce20,ce20,ce100,ce100,ce20,ce20
fever:77731,bm25,bm25,bm25,bm25,bm25,bi200,bi200,bi200,bm25,bi200
fever:77763,bm25,ce20,ce20,bm25,bm25,bi200,bi200,hybrid,bm25,bm25
fever:77815,ce100,ce20,ce20,ce20,ce20,ce20,ce100,ce20,bi200,ce20
fever:7782,ce100,ce20,ce20,bm25,ce100,ce100,bi200,bi200,hybrid,hybrid
fever:77824,ce100,ce100,bm25,ce20,ce100,bi200,bi200,bi200,hybrid,hybrid
fever:77834,bm25,ce20,bm25,bm25,ce20,ce20,bm25,bm25,bi200,bm25
fever:77848,bm25,ce20,bm25,bm25,ce100,hybrid,ce20,bi200,hybrid,bi200
fever:77869,ce20,ce100,ce20,ce20,bm25,hybrid,hybrid,hybrid,hybrid,hybrid
fever:77873,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bi200,ce20,ce20
fever:77911,ce20,bm25,ce20,ce20,ce20,ce100,hybrid,bm25,ce20,hybrid
fever:7792,ce20,ce20,bm25,bm25,ce20,bm25,ce100,ce20,ce20,ce20
fever:7794,ce20,ce20,ce20,bm25,ce20,ce100,bm25,ce100,hybrid,ce20
fever:7795,ce20,ce20,ce100,bm25,ce20,ce20,ce100,ce20,ce100,hybrid
fever:77982,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:77993,bm25,bm25,bm25,ce20,bm25,bi200,bm25,bi200,bm25,bi200
fever:78011,bm25,bm25,ce20,bm25,ce20,ce20,ce20,ce20,ce20,ce20
fever:78018,bm25,ce20,ce20,bm25,ce20,bi200,bm25,bm25,hybrid,ce20
fever:78055,ce20,ce20,bm25,ce20,ce20,bi200,bi200,bi200,ce20,hybrid
fever:78072,bm25,ce100,bm25,ce20,ce20,hybrid,hybrid,bm25,bm25,hybrid
fever:78080,bm25,bm25,bm25,bm25,ce20,ce20,hybrid,hybrid,bi200,ce20
fever:78087,ce100,ce100,ce100,ce100,ce100,bi200,ce20,ce100,hybrid,ce100
fever:7810,ce20,ce100,ce20,ce20,ce100,ce100,bm25,bm25,bi200,bi200
fever:7811,ce100,ce100,ce20,ce20,ce100,ce100,ce100,bm25,ce20,bi200
fever:78153,bm25,ce20,bm25,ce100,ce20,ce20,ce100,ce20,ce20,ce20
fever:78174,ce20,ce20,bm25,ce20,ce20,bi200,bi200,bm25,bi200,bi200
fever:78175,bm25,ce100,bm25,bm25,ce20,ce100,bi200,bi200,hybrid,hybrid
fever:78179,bm25,bm25,ce20,bm25,bm25,ce20,bm25,bm25,bi200,bi200
fever:78232,ce20,ce20,bm25,bm25,bm25,ce20,bm25,ce20,bm25,bi200
fever:78244,ce20,bm25,bm25,bm25,ce20,bm25,ce20,bi200,ce20,ce20
fever:78252,bm25,bm25,bm25,bm25,bm25,ce20,ce100,bm25,ce20,bm25
fever:78264,ce100,ce100,ce100,ce100,ce100,ce100,ce100,bi200,bi200,ce100
fever:78282,ce20,bm25,bm25,bm25,bm25,bi200,bm25,ce20,ce20,bm25
fever:78289,ce20,ce20,ce20,bm25,ce20,hybrid,hybrid,bi200,ce20,ce20
fever:78297,ce20,ce20,ce20,bm25,ce20,ce100,ce100,hybrid,ce20,ce20
fever:78302,bm25,ce100,bm25,bm25,ce20,ce20,hybrid,hybrid,hybrid,ce20
fever:78305,ce100,ce100,ce100,bm25,ce100,bi200,ce100,ce100,ce100,hybrid
fever:78311,bm25,bm25,ce100,bm25,ce100,bi200,bi200,bi200,bi200,bi200
fever:78312,ce20,ce100,ce100,ce100,ce100,bi200,bi200,bi200,bi200,bi200
fever:78339,ce20,ce100,bm25,ce20,ce20,ce100,ce100,ce20,ce20,hybrid
fever:78344,ce20,ce100,ce100,bm25,ce20,ce20,ce20,ce100,ce20,hybrid
fever:78345,ce20,bm25,ce20,bm25,ce20,bm25,ce20,ce100,ce20,hybrid
fever:78349,bm25,ce100,ce100,bm25,ce100,ce100,ce100,hybrid,hybrid,bi200
fever:78355,ce100,ce100,ce100,ce100,ce100,bi200,bi200,bi200,bi200,bi200
fever:7836,ce20,bm25,ce20,bm25,ce20,bi200,ce100,bi200,ce20,ce20
fever:78388,bm25,ce100,bm25,bm25,bm25,hybrid,bm25,bm25,bi200,bm25
fever:78395,ce100,ce100,ce100,ce20,ce100,ce20,bm25,bi200,bi200,bi200
fever:78410,ce20,bm25,ce20,ce20,ce20,ce20,ce100,bm25,bi200,bi200
fever:78426,bm25,ce20,ce20,bm25,ce20,ce100,bi200,bi200,hybrid,ce20
fever:78448,bm25,ce100,bm25,bm25,ce20,bm25,bm25,bm25,bm25,bi200
fever:78498,ce20,bm25,bm25,ce20,bm25,ce20,bm25,ce20,ce20,ce20
fever:78514,bm25,bm25,ce20,bm25,bm25,ce100,ce100,bi200,ce20,bm25
fever:78516,bm25,bm25,bm25,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:78526,bm25,bm25,bm25,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:78534,ce100,ce100,ce100,ce100,ce100,ce100,ce100,ce100,hybrid,hybrid
fever:78572,ce20,bm25,ce20,ce100,ce100,ce100,hybrid,ce100,ce100,hybrid
fever:78578,bm25,ce20,ce20,ce20,ce20,ce20,bm25,bm25,ce20,ce20
fever:786,ce20,ce20,ce20,bm25,ce20,ce20,ce100,ce20,ce20,bm25
fever:78652,ce20,ce100,bm25,ce20,ce20,ce100,bm25,hybrid,ce20,hybrid
fever:78660,ce20,ce20,bm25,ce20,ce20,ce20,ce100,bi200,ce20,bm25
fever:78663,bm25,bm25,bm25,ce20,bm25,ce20,bm25,hybrid,hybrid,bm25
fever:78681,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce20,hybrid,hybrid
fever:78682,ce20,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bi200
fever:78683,bm25,bm25,ce20,bm25,ce20,bm25,bm25,bm25,ce20,bm25
fever:78691,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce100,ce100
fever:787,bm25,bm25,ce20,bm25,ce100,ce20,ce100,ce20,ce20,ce20
fever:78725,bm25,bm25,bm25,bm25,bm25,ce20,bi200,bm25,bm25,bm25
fever:78742,ce20,ce20,ce100,bm25,ce20,ce100,ce100,ce100,ce20,ce20
fever:78752,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,hybrid,bm25
fever:78755,ce20,ce100,ce100,ce100,ce100,ce100,ce100,bi200,bi200,bi200
fever:7876,bm25,ce20,bm25,bm25,ce100,hybrid,bi200,bi200,bi200,bi200
fever:7877,bm25,bm25,ce20,bm25,ce20,ce20,bm25,hybrid,bi200,bm25
fever:78777,ce20,ce20,ce20,ce20,ce20,ce20,bm25,bm25,ce20,bm25
fever:78778,ce20,bm25,ce20,ce20,ce20,ce20,ce100,bi200,bm25,ce20
fever:78794,ce20,bm25,ce20,ce20,bm25,ce20,bi200,ce100,ce20,bi200
fever:78795,ce20,ce100,ce20,ce20,ce100,ce20,ce100,bm25,ce20,ce20
fever:78809,ce20,bm25,ce20,ce20,ce20,ce20,ce100,hybrid,ce20,ce20
fever:78816,ce20,ce100,bm25,ce20,ce20,bi200,bi200,bi200,hybrid,hybrid
fever:78831,ce100,ce100,ce100,ce100,ce100,ce100,hybrid,hybrid,ce20,ce100
fever:7884,ce100,ce100,ce100,ce100,ce100,bi200,hybrid,ce100,hybrid,bi200
fever:78843,ce100,ce100,bm25,bm25,ce100,bi200,bm25,hybrid,hybrid,bm25
fever:78846,ce100,ce20,ce20,bm25,bm25,ce100,ce20,ce20,bm25,ce100
fever:78849,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,bi200,bi200
fever:78855,bm25,bm25,bm25,bm25,ce20,ce20,ce20,ce20,hybrid,ce20
fever:78856,ce20,ce20,ce20,bm25,ce20,ce20,ce20,ce20,bm25,hybrid
fever:78859,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25,hybrid,hybrid
fever:78880,ce20,ce20,bm25,ce20,ce20,ce20,bm25,bi200,bm25,bm25
fever:78883,bm25,ce20,ce20,bm25,ce20,ce20,ce100,bm25,hybrid,ce100
fever:78889,ce20,ce20,bm25,ce20,ce20,ce100,hybrid,hybrid,ce20,ce20
fever:78914,ce20,ce20,ce20,ce20,ce20,ce20,ce100,ce20,ce20,ce20
fever:78925,ce20,bm25,bm25,ce20,ce20,hybrid,bm25,hybrid,hybrid,hybrid
fever:78942,bm25,bm25,ce20,ce20,bm25,ce20,ce20,bm25,bm25,bm25
fever:78957,bm25,ce20,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bm25
fever:78973,ce20,ce100,ce20,bm25,ce20,bi200,hybrid,hybrid,hybrid,hybrid
fever:78982,ce20,ce20,ce20,ce20,ce20,ce100,ce20,hybrid,ce20,ce20
fever:78985,ce20,ce100,ce100,ce100,ce100,bi200,hybrid,hybrid,hybrid,hybrid
fever:78997,ce20,ce20,ce20,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:78998,bm25,bm25,bm25,bm25,ce20,bm25,bm25,bm25,ce20,bi200
fever:79017,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,hybrid,hybrid,bm25
fever:79034,ce100,ce100,ce100,ce100,ce100,ce100,ce100,bi200,hybrid,hybrid
fever:79038,ce100,ce100,bm25,ce100,ce100,hybrid,ce100,bi200,bi200,bi200
fever:7905,ce20,bm25,ce20,bm25,ce20,ce20,ce100,ce20,ce20,ce20
fever:79072,bm25,ce20,bm25,bm25,ce100,hybrid,ce100,ce20,hybrid,hybrid
fever:79079,bm25,bm25,bm25,bm25,bm25,hybrid,bm25,ce20,hybrid,bm25
fever:79121,ce20,ce20,bm25,ce20,ce20,bi200,ce100,bm25,ce20,bi200
fever:79123,bm25,ce20,ce20,ce20,ce20,ce20,ce20,bm25,ce20,ce20
fever:79146,bm25,bm25,bm25,bm25,ce20,bi200,ce100,hybrid,ce20,bi200
fever:79172,ce100,ce100,ce100,bm25,ce100,ce100,bi200,ce100,bi200,bi200
fever:79208,ce100,ce100,ce100,bm25,ce100,bi200,bi200,bi200,bi200,ce20
fever:7922,bm25,bm25,bm25,bm25,bm25,ce20,bm25,bi200,ce20,bm25
fever:79222,bm25,bm25,bm25,bm25,bm25,bm25,bm25,hybrid,hybrid,bi200
fever:7923,ce100,bm25,ce20,bm25,ce20,ce100,ce100,hybrid,ce20,ce20
fever:79247,bm25,ce20,bm25,ce20,bm25,ce20,ce20,bm25,bm25,bm25
fever:79264,ce100,ce100,ce100,ce100,ce100,bi200,hybrid,ce100,hybrid,bi200
fever:79307,bm25,ce20,bm25,bm25,bm25,hybrid,ce100,hybrid,bm25,bm25
fever:79321,bm25,bm25,bm25,bm25,ce20,bi200,bi200,hybrid,hybrid,bm25
fever:79322,bm25,bm25,bm25,bm25,ce20,hybrid,ce20,bm25,ce20,bm25
fever:79340,ce100,ce20,bm25,ce20,ce100,ce100,bi200,hybrid,hybrid,bm25
fever:79347,ce20,ce100,ce20,ce20,ce100,ce100,ce100,ce20,ce20,bm25
fever:79354,ce100,ce100,ce100,ce100,ce100,ce100,ce100,bi200,hybrid,hybrid
fever:79366,ce20,ce20,ce20,ce20,bm25,hybrid,hybrid,bi200,hybrid,bm25
fever:79378,ce100,ce20,ce100,ce20,ce100,ce20,bi200,bi200,bi200,bi200
fever:79389,bm25,bm25,bm25,ce20,ce100,ce20,bi200,bm25,hybrid,bi200
fever:79392,ce20,ce20,ce20,ce20,ce20,bi200,bi200,hybrid,hybrid,ce20
fever:79414,bm25,bm25,ce20,bm25,ce20,bi200,bi200,bi200,bi200,bi200
fever:79418,ce20,ce20,ce20,ce20,bm25,hybrid,ce100,hybrid,hybrid,ce20
fever:79419,bm25,ce100,ce20,ce20,ce100,bm25,ce20,ce20,ce20,ce20
fever:79420,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,bm25,ce20
fever:79429,ce100,ce100,ce20,ce100,bm25,bi200,hybrid,bi200,hybrid,hybrid
fever:79437,ce20,ce20,bm25,ce20,ce20,hybrid,bm25,bi200,hybrid,hybrid
fever:79460,ce20,bm25,bm25,bm25,ce20,bi200,bm25,bm25,hybrid,bi200
fever:79461,ce20,bm25,ce20,bm25,ce100,bi200,hybrid,bi200,hybrid,hybrid
fever:79472,ce20,ce20,ce20,bm25,ce100,ce20,ce20,ce20,ce20,bm25
fever:79505,ce20,bm25,bm25,ce20,bm25,ce20,bm25,ce20,bm25,hybrid
fever:79520,bm25,bm25,bm25,bm25,ce20,ce20,ce20,ce20,ce20,bm25
fever:79525,ce20,bm25,bm25,ce20,ce20,bi200,bi200,bi200,hybrid,hybrid
fever:79538,ce100,bm25,ce100,ce20,bm25,ce100,bm25,hybrid,ce20,hybrid
fever:79575,ce20,bm25,ce20,ce20,ce20,ce100,ce100,ce20,ce20,ce20
fever:79601,bm25,bm25,bm25,bm25,bm25,hybrid,bi200,hybrid,bi200,bi200
fever:79610,bm25,ce20,ce20,ce100,ce20,ce20,bi200,hybrid,ce20,hybrid
fever:79613,ce20,ce20,bm25,bm25,ce20,ce20,ce100,hybrid,ce20,bm25
fever:7963,bm25,ce20,ce20,bm25,ce20,bm25,ce100,ce100,hybrid,ce100
fever:79635,ce100,ce100,ce100,ce100,ce100,ce100,bi200,ce100,ce100,ce100
fever:79639,ce20,ce20,ce20,bm25,ce100,ce100,hybrid,ce20,ce20,bm25
fever:79644,bm25,ce20,ce20,bm25,ce20,ce20,ce20,ce20,ce20,ce20
fever:79688,ce20,ce20,ce20,bm25,ce20,ce20,bm25,bm25,bm25,bm25
fever:79706,ce100,ce20,ce20,bm25,ce20,bi200,ce100,ce20,ce100,ce20
fever:79711,ce20,bm25,bm25,bm25,ce20,ce20,hybrid,bi200,bi200,bi200
fever:79731,bm25,ce20,ce20,bm25,ce20,ce20,ce100,bm25,ce20,ce20
fever:79771,bm25,ce20,bm25,bm25,bm25,ce20,bi200,bm25,hybrid,bi200
fever:79777,bm25,bm25,bm25,ce20,bm25,ce20,bm25,bm25,bm25,bm25
fever:79800,ce20,ce100,ce20,ce20,ce100,ce100,ce100,bm25,bi200,bi200
fever:7982,bm25,bm25,bm25,bm25,ce20,hybrid,bm25,hybrid,bm25,bm25
fever:79857,ce20,ce20,ce20,ce20,bm25,ce100,ce20,ce20,bm25,bm25
fever:79875,ce100,ce20,ce20,ce20,ce20,hybrid,ce100,ce20,hybrid,ce20
fever:79881,ce20,ce20,ce20,ce20,ce20,bi200,bi200,ce100,bi200,bm25
fever:79885,bm25,ce20,bm25,bm25,ce20,bm25,ce100,ce20,ce20,bm25
fever:79899,ce100,bm25,ce20,bm25,bm25,bi200,ce100,hybrid,ce20,hybrid
fever:79911,ce100,ce20,bm25,bm25,ce20,ce20,ce20,bi200,bm25,ce20
fever:79912,ce20,bm25,ce20,bm25,ce20,ce100,hybrid,hybrid,bi200,hybrid
fever:79923,ce20,ce20,bm25,ce20,ce100,hybrid,bm25,bi200,bi200,ce20
fever:79956,ce100,bm25,ce20,bm25,ce20,ce20,bi200,hybrid,ce20,ce20
fever:79984,bm25,ce100,ce100,ce100,bm25,hybrid,ce100,hybrid,bi200,hybrid
fever:80001,bm25,bm25,ce20,bm25,bm25,ce20,bm25,ce20,ce20,bm25
fever:80013,bm25,bm25,bm25,bm25,bm25,bi200,bm25,bm25,bi200,bm25
fever:80051,bm25,ce100,ce100,bm25,ce100,bi200,bi200,bm25,bi200,bi200
